louse --synonyms-- cad; cootie; knave;
northwest --synonyms-- NO SYNONYMS;
knob --synonyms-- doorknob; latch; lever;
hare --synonyms-- coney; lagomorph; leveret;
staple --synonyms-- predominant; chief; essential;
bud --synonyms-- bloom; blossom; embryo;
conquer --synonyms-- crush; overthrow; quell;
slack --synonyms-- feeble; lax; leisurely;
bandage --synonyms-- dressing; gauze; plaster;
wallpaper --synonyms-- cover; hang; plaster;
addicted --synonyms-- absorbed; accustomed; attached;
tumor --synonyms-- Cancer; carcinoma; cyst;
cutter --synonyms-- artist; carver; etcher;
flannel --synonyms-- thermals; thermal underwear; woolens;
fluent --synonyms-- eloquent; persuasive; talkative;
humanity --synonyms-- humankind; mankind; society;
payback --synonyms-- compensation; reimbursement; accrual;
clarify --synonyms-- analyze; clear up; define;
fried --synonyms-- browned; sauteed; frizzled;
shelter --synonyms-- apartment; asylum; condo;
ideal --synonyms-- excellent; fitting; optimal;
radar --synonyms-- sonar; direction finding; scanning system;
facing --synonyms-- covering; front; revetment;
girlfriend --synonyms-- companion; friend; partner;
tongue --synonyms-- dialect; voice; argot;
half --synonyms-- partly; limited; moderate;
loose --synonyms-- baggy; lax; relaxed;
night --synonyms-- midnight; bedtime; blackness;
sadly --synonyms-- wistfully; cheerlessly; dejectedly;
only --synonyms-- alone; apart; by oneself;
boutique --synonyms-- booth; store; concession;
think --synonyms-- assume; consider; determine;
examiner --synonyms-- appraiser; auditor; inspector;
cadet --synonyms-- student; youth; junior;
heartily --synonyms-- cordially; earnestly; genuinely;
stack --synonyms-- bundle; heap; mountain;
defender --synonyms-- protector; sponsor; supporter;
obdurate --synonyms-- adamant; bullhead; callous;
recompense --synonyms-- amends; atonement; compensation;
shady --synonyms-- cloudy; leafy; shaded;
parasite --synonyms-- bloodsucker; bootlicker; deadbeat;
eagle --synonyms-- flier; navigator; pilot;
perceptive --synonyms-- astute; discerning; discreet;
ape --synonyms-- emulate; imitate; affect;
profane --synonyms-- abusive; blasphemous; coarse;
ramp --synonyms-- slope; access; adit;
appropriate --synonyms-- applicable; apt; convenient;
resolve --synonyms-- boldness; courage; firmness;
soda --synonyms-- drink; mixer; pop;
lounge --synonyms-- bar; lobby; parlor;
commit --synonyms-- act; carry out; do;
jug --synonyms-- beaker; bottle; bucket;
dash --synonyms-- sprint; birr; bolt;
tea --synonyms-- drink; brew; pekoe;
depth --synonyms-- bottom; extent; intensity;
faster --synonyms-- rapid; agile; brisk;
blind --synonyms-- dark; groping; unsighted;
noun --synonyms-- common noun; proper noun; common noun;
room --synonyms-- area; place; allowance;
open --synonyms-- accessible; clear; free;
curriculum --synonyms-- educational program; syllabus; modules;
rise --synonyms-- acceleration; advance; ascent;
doom --synonyms-- calamity; cataclysm; catastrophe;
weaver --synonyms-- NO SYNONYMS;
midst --synonyms-- bosom; center; deep;
dilemma --synonyms-- difficulty; embarrassment; impasse;
fibre --synonyms-- NO SYNONYMS;
son-in-law --synonyms-- NO SYNONYMS;
drawback --synonyms-- defect; deficiency; difficulty;
horrified --synonyms-- shocked; repelled; troubled;
lascivious --synonyms-- indecent; lewd; pornographic;
disarm --synonyms-- deactivate; demilitarize; demobilize;
vehemence --synonyms-- fervor; ferociousness; fierceness;
mediocre --synonyms-- decent; dull; inferior;
carve --synonyms-- chisel; divide; engrave;
calorie --synonyms-- NO SYNONYMS;
outdoor --synonyms-- rustic; outside; alfresco;
graduation --synonyms-- convocation; commencement exercises; allocation;
risky --synonyms-- delicate; dicey; hazardous;
mock --synonyms-- bogus; make believe; phony;
ambitious --synonyms-- aggressive; determined; earnest;
outrageous --synonyms-- barbaric; brazen; disgraceful;
potential --synonyms-- hidden; likely; possible;
monkey --synonyms-- ape; baboon; chimpanzee;
formula --synonyms-- algorithm; blueprint; canon;
grab --synonyms-- capture; catch; clutch;
leaf --synonyms-- frond; needle; petal;
shark --synonyms-- astute; cagey; canny;
secret --synonyms-- classified; covert; furtive;
yet --synonyms-- as yet; thus far; to date;
win --synonyms-- accomplishment; achievement; gain;
between --synonyms-- betwixt; amid; amidst;
exhale --synonyms-- breathe; emit; give off;
excuse --synonyms-- alibi; apology; justification;
haunt --synonyms-- gathering place; hangout; meeting place;
show --synonyms-- appearance; display; fair;
cod-liver --synonyms-- NO SYNONYMS;
bloodless --synonyms-- unemotional; anesthetic; cold;
unfinished --synonyms-- bare; incomplete; unadorned;
fiction --synonyms-- best seller; book; drama;
recollect --synonyms-- arouse; awaken; bethink;
witchcraft --synonyms-- black magic; occult; voodoo;
shaky --synonyms-- insecure; jittery; nervous;
enfold --synonyms-- cinch; clasp; clinch;
lank --synonyms-- all skin and bones; angular; attenuate;
cappuccino --synonyms-- caffeine; espresso; brew;
antisocial --synonyms-- alienated; introverted; standoffish;
blaze --synonyms-- bonfire; conflagration; flame;
benevolent --synonyms-- benign; caring; compassionate;
prohibition --synonyms-- constraint; embargo; exclusion;
renown --synonyms-- acclaim; celebrity; distinction;
ballroom --synonyms-- amphitheater; arena; auditorium;
cheater --synonyms-- swindler; deceiver; defrauder;
occurrence --synonyms-- accident; circumstance; episode;
firsthand --synonyms-- eyewitness; immediate; primary;
linger --synonyms-- dawdle; drift; idle;
bakery --synonyms-- confectionery; bake shop; pastry shop;
goods --synonyms-- equipment; furnishings; furniture;
solar --synonyms-- cosmic; empyreal; heliacal;
obituary --synonyms-- eulogy; obit; announcement;
patron --synonyms-- advocate; backer; benefactor;
weep --synonyms-- break down; complain; grieve;
muse --synonyms-- brood; cogitate; consider;
compromise --synonyms-- accommodation; accord; adjustment;
madness --synonyms-- absurdity; craziness; delusion;
chapter --synonyms-- affiliate; branch; division;
economy --synonyms-- recession; abridgement; austerity;
hip --synonyms-- chic; contemporary; cool;
destiny --synonyms-- circumstance; future; inevitability;
fourth --synonyms-- one-fourth; part; portion;
forever --synonyms-- always; endlessly; eternally;
furniture --synonyms-- appliance; bed; bookcase;
blame --synonyms-- criticism; accusation; animadversion;
fan --synonyms-- blade; draft; leaf;
different --synonyms-- contrasting; disparate; distant;
champagne --synonyms-- bubbly; wine; albino;
nowhere --synonyms-- mediocre; moderate; ordinary;
cover --synonyms-- canvas; cap; dress;
introduction --synonyms-- addition; debut; establishment;
dog --synonyms-- pup; puppy; bitch;
lengthen --synonyms-- augment; elongate; expand;
unkind --synonyms-- cruel; harsh; hateful;
encouragement --synonyms-- assistance; backing; cheer;
snore --synonyms-- wheeze; sleep; snort;
era --synonyms-- age; cycle; day;
pod --synonyms-- capsule; husk; skin;
inquire --synonyms-- examine; inspect; interrogate;
frighten --synonyms-- agitate; alarm; astound;
appraisal --synonyms-- assessment; evaluation; opinion;
cider --synonyms-- NO SYNONYMS;
namesake --synonyms-- brand; flag; label;
notability --synonyms-- authority; celebrity; credit;
eligible --synonyms-- acceptable; likely; qualified;
droop --synonyms-- dangle; sag; slouch;
coy --synonyms-- bashful; evasive; self-effacing;
blameless --synonyms-- above suspicion; clean; clean-handed;
perennial --synonyms-- chronic; continual; continuing;
dean --synonyms-- administrator; legislator; principal;
martial --synonyms-- belligerent; hostile; military;
beloved --synonyms-- admired; cherished; dear;
numb --synonyms-- dazed; indifferent; anesthetized;
father-in-law --synonyms-- agnate; aunt; blood;
waitress --synonyms-- flight attendant; hostess; stewardess;
location --synonyms-- area; district; locale;
scout --synonyms-- detective; recruiter; advance;
acceptance --synonyms-- acknowledgment; admission; approval;
cooper --synonyms-- NO SYNONYMS;
explore --synonyms-- analyze; delve into; examine;
gap --synonyms-- chasm; crack; cut;
skill --synonyms-- accomplishment; art; artistry;
freedom --synonyms-- ability; exemption; flexibility;
emotion --synonyms-- affection; anger; concern;
three --synonyms-- ternary; third; treble;
you --synonyms-- we; they; he;
salutation --synonyms-- address; aloha; bow;
study --synonyms-- application; class; consideration;
thing --synonyms-- anything; business; concept;
common --synonyms-- accepted; commonplace; everyday;
axe --synonyms-- cleave; cube; divide;
tread --synonyms-- footstep; footsteps; gait;
juicy --synonyms-- luscious; succulent; syrupy;
financially --synonyms-- NO SYNONYMS;
doorstep --synonyms-- stair; gradation; rung;
understatement --synonyms-- distortion; litotes; restraint;
built-in --synonyms-- deep-seated; inherent; innate;
grownup --synonyms-- mature; overdue; plump;
poisonous --synonyms-- dangerous; deadly; destructive;
debit --synonyms-- account; accounts; arrears;
mermaid --synonyms-- gnome; goblin; imp;
nomad --synonyms-- migrant; pilgrim; vagabond;
rightfully --synonyms-- deservedly; justly; legally;
revolutionary --synonyms-- radical; subversive; insurgent;
prototype --synonyms-- mock-up; model; precursor;
enlist --synonyms-- admit; appoint; assign;
moot --synonyms-- debatable; problematic; unresolved;
sparrow --synonyms-- NO SYNONYMS;
paternal --synonyms-- benevolent; concerned; fatherlike;
graze --synonyms-- ricochet; rub; scrape;
subsequently --synonyms-- afterwards; finally; later;
ghost --synonyms-- demon; devil; phantom;
removal --synonyms-- deportation; discharge; elimination;
domestic --synonyms-- private; calm; family;
vehicle --synonyms-- automobile; bicycle; boat;
diner --synonyms-- bistro; booth; coffee shop;
upstairs --synonyms-- above; overhead; upper;
lustre --synonyms-- NO SYNONYMS;
creepy --synonyms-- awful; disgusting; disturbing;
prince --synonyms-- archduke; emeer; emir;
though --synonyms-- nevertheless; still; after all;
counsel --synonyms-- admonition; advice; advisement;
understanding --synonyms-- compassionate; considerate; empathetic;
increase --synonyms-- boost; development; escalation;
travel --synonyms-- driving; excursion; flying;
step --synonyms-- stride; footfall; footprint;
cheerleader --synonyms-- champion; defender; exponent;
commence --synonyms-- begin; inaugurate; initiate;
alloy --synonyms-- admixture; adulterant; adulteration;
premium --synonyms-- choice; prime; superior;
novel --synonyms-- different; innovative; odd;
relay --synonyms-- broadcast; carry; communicate;
listener --synonyms-- audience; auditor; heeder;
abolishment --synonyms-- abrogation; annulment; dissolution;
dome --synonyms-- arcade; arch; bubble;
softball --synonyms-- NO SYNONYMS;
fluency --synonyms-- eloquence; facility; volubility;
elapse --synonyms-- expire; pass by; transpire;
tamper --synonyms-- meddle; tinker; busybody;
asking --synonyms-- inquisitive; appeal; application;
hostess --synonyms-- host; lady of the house; M.C. emcee;
fracture --synonyms-- crack; fissure; wound;
worship --synonyms-- adoration; church service; devotion;
relatively --synonyms-- almost; approximately; comparably;
distract --synonyms-- amuse; bewilder; detract;
mould --synonyms-- blight; mold; must;
scent --synonyms-- aura; bouquet; essence;
infected --synonyms-- altered; contaminated; decayed;
donor --synonyms-- backer; benefactor; contributor;
bribery --synonyms-- bribe; extortion; exaction;
grocer --synonyms-- businessperson; dealer; entrepreneur;
attempt --synonyms-- attack; bid; endeavor;
debate --synonyms-- argument; contest; controversy;
honestly --synonyms-- fairly; genuinely; justly;
pace --synonyms-- clip; measure; step;
really --synonyms-- absolutely; actually; certainly;
conference --synonyms-- consultation; discussion; forum;
difference --synonyms-- change; characteristic; contrast;
amaze --synonyms-- affect; alarm; astonish;
timing --synonyms-- adjust; assess; average;
eventually --synonyms-- finally; in the course of time; one day;
prostitute --synonyms-- call girl; escort; male prostitute;
invent --synonyms-- bear; come up with; conceive;
search --synonyms-- examination; exploration; hunt;
nail --synonyms-- attach; hit; pin;
follow --synonyms-- pursue; chase; displace;
silent --synonyms-- hushed; mum; mute;
fire --synonyms-- blaze; bonfire; heat;
murmur --synonyms-- buzz; hum; muttering;
learn --synonyms-- determine; enroll; gain;
gloat --synonyms-- crow; exult; rejoice;
inaction --synonyms-- inactivity; inertia; passivity;
cypress --synonyms-- NO SYNONYMS;
stale --synonyms-- musty; smelly; sour;
steppe --synonyms-- grassland; prairie; savanna;
turf --synonyms-- grass; lawn; sod;
exceptional --synonyms-- extraordinary; notable; noteworthy;
delude --synonyms-- dupe; hoodwink; misguide;
gallant --synonyms-- courageous; courtly; fearless;
circumvent --synonyms-- avoid; bypass; deceive;
pine cone --synonyms-- NO SYNONYMS;
extension --synonyms-- delay; development; expansion;
economics --synonyms-- business; finance; social science;
limb --synonyms-- arm; branch; extremity;
shall --synonyms-- be about to; be obliged; intend;
sprung --synonyms-- startle; rebound; bound;
sieve --synonyms-- colander; basket; filter;
excessive --synonyms-- disproportionate; enormous; exaggerated;
hate --synonyms-- animosity; antagonism; dislike;
wry --synonyms-- droll; ironic; mocking;
recall --synonyms-- anamnesis; memory; recollection;
fluid --synonyms-- flowing; running; aqueous;
wholly --synonyms-- altogether; completely; entirely;
hearth --synonyms-- fireplace; fireside; grate;
tweak --synonyms-- tease; twist; jerk;
primitive --synonyms-- archaic; basic; primeval;
nutty --synonyms-- absurd; batty; crazy;
echo --synonyms-- imitation; parallel; reflection;
patty --synonyms-- NO SYNONYMS;
practically --synonyms-- approximately; basically; essentially;
convene --synonyms-- assemble; gather; open;
naval --synonyms-- marine; maritime; oceangoing;
gaily --synonyms-- brilliantly; cheerfully; colorfully;
sideway --synonyms-- obliquely; sidelong; aside;
diffuse --synonyms-- broadcast; circulated; diluted;
injustice --synonyms-- abuse; breach; crime;
